Sample_ID,Variety,Soil_pH,N (Nitrogen),P (Phosphorus),K (Potassium),Organic_Matter (kg compost),Temperature (°C),Rainfall (mm),Elevation (m),Soil_Type,Beneficial_Microbes (CFU/g),Harmful_Microbes (CFU/g),Microbial_Activity,Soil_Organic_Carbon,Microbial_Biomass_C (g/kg),Soil_Enzyme_Activity,Disease (Yes/No),Disease_Name,Nutrient_Deficiency,Weather_Condition,Crop_Yield (kg/palm)
171,SK Local,6.2,112,52,131,13.7,24,1475,571,Laterite,1.2 x 10^7,1.7 x 10^5,Low,1.3%,281,Moderate,Yes,Koleroga (Mahali),Nitrogen,Humid,0.79
172,Shreemangala,6.1,93,46,124,10.6,28,2497,629,Laterite,1.2 x 10^7,1.9 x 10^5,Moderate,1.3%,270,Moderate,No,None,None,Rainy,2.53
173,Mangala,5.8,100,60,150,13.9,26,1585,687,Alluvial,1.7 x 10^7,0,High,1.8%,336,High,No,None,None,Rainy,4.32
174,SK Local,5.9,101,59,142,13.7,25,1712,866,Laterite,1.6 x 10^7,0,High,1.9%,306,High,No,None,None,Dry,3.22
175,Shreemangala,6.1,115,56,146,14.7,27,1562,549,Alluvial,1.7 x 10^7,0,High,1.9%,325,High,No,None,None,Rainy,4.78
176,SK Local,6.9,104,58,133,13.8,21,2133,911,Red loam,1.3 x 10^7,0.5 x 10^5,High,1.4%,284,High,No,None,Potassium,Dry,1.77
177,SK Local,6.2,89,43,151,14.5,20,1994,610,Red loam,1.4 x 10^7,1.4 x 10^5,Moderate,2.0%,277,Moderate,No,None,Phosphorus,Dry,1.47
178,Shreemangala,5.4,88,58,159,10.5,26,1488,503,Red loam,1.0 x 10^7,2.5 x 10^5,High,1.9%,349,High,No,None,None,Rainy,3.2
179,SK Local,5.4,95,43,134,14.7,27,2415,879,Alluvial,1.3 x 10^7,2.5 x 10^5,Moderate,1.8%,326,Low,Yes,Koleroga (Mahali),None,Humid,0.95
180,Mangala,5.9,116,53,144,12.8,24,1797,784,Alluvial,1.7 x 10^7,0,High,2.0%,335,High,No,None,None,Dry,4.23
181,Mangala,6.0,102,51,153,14.0,26,1936,729,Red loam,1.9 x 10^7,0,High,2.0%,348,High,No,None,None,Humid,4.5
182,Shreemangala,5.9,105,50,150,12.0,28,1958,991,Laterite,1.6 x 10^7,0,High,1.8%,317,High,No,None,None,Humid,4.75
183,Mangala,6.2,117,58,157,14.5,25,1742,686,Laterite,1.6 x 10^7,0,High,2.0%,301,High,No,None,None,Rainy,5.3
184,Sumangala,5.6,109,54,149,14.9,27,1778,627,Red loam,1.8 x 10^7,0,High,1.9%,309,High,No,None,None,Rainy,4.99
185,SK Local,5.5,81,51,151,14.3,29,2460,606,Laterite,1.3 x 10^7,0.0 x 10^5,Moderate,1.9%,332,Low,No,None,Potassium,Rainy,2.11
186,Sumangala,6.1,110,51,154,13.8,24,1845,751,Laterite,1.8 x 10^7,0,High,1.9%,303,High,No,None,None,Dry,5.22
187,SK Local,6.9,86,54,150,10.9,26,1866,604,Laterite,1.3 x 10^7,2.7 x 10^5,High,1.5%,282,Moderate,No,None,Nitrogen,Dry,1.45
188,Mangala,6.0,112,55,145,13.3,27,1654,702,Red loam,1.8 x 10^7,0,High,1.9%,336,High,No,None,None,Humid,4.93
189,Shreemangala,6.1,112,57,159,12.4,24,2464,807,Alluvial,1.5 x 10^7,1.5 x 10^5,High,1.9%,281,Low,No,None,Potassium,Humid,3.25
190,SK Local,6.8,112,57,140,13.9,22,1370,686,Laterite,1.1 x 10^7,1.8 x 10^5,Moderate,1.3%,297,Moderate,No,None,Nitrogen,Rainy,1.49
191,Sumangala,5.5,126,41,134,12.5,30,1491,525,Red loam,1.4 x 10^7,2.9 x 10^5,Low,1.6%,307,High,Yes,Koleroga (Mahali),Phosphorus,Humid,1.37
192,SK Local,6.5,103,54,151,12.2,25,2000,885,Laterite,1.7 x 10^7,0,High,1.8%,343,High,No,None,None,Dry,3.11
193,Shreemangala,6.1,94,54,143,11.5,24,1839,791,Alluvial,1.3 x 10^7,2.9 x 10^5,High,1.7%,276,Low,Yes,Spindle Bug,Potassium,Rainy,1.96
194,Mangala,6.1,99,47,138,13.3,21,1334,845,Alluvial,1.4 x 10^7,2.0 x 10^5,Moderate,1.3%,252,Moderate,Yes,Koleroga (Mahali),None,Rainy,1.3
195,Mangala,6.3,114,55,158,14.1,26,1862,921,Alluvial,1.8 x 10^7,0,High,1.9%,304,High,No,None,None,Humid,4.16
196,Sumangala,6.3,118,41,154,11.8,29,1670,910,Alluvial,1.2 x 10^7,0.8 x 10^5,Low,1.6%,254,Low,Yes,Koleroga (Mahali),None,Humid,2.33
197,SK Local,6.2,112,60,143,14.9,25,1506,675,Alluvial,1.7 x 10^7,0,High,2.0%,350,High,No,None,None,Dry,3.41
198,Shreemangala,6.2,115,50,151,14.9,25,1645,779,Alluvial,1.5 x 10^7,0,High,1.9%,309,High,No,None,None,Rainy,4.22
199,SK Local,5.6,113,60,144,13.6,28,1924,687,Laterite,1.6 x 10^7,0,High,1.8%,330,High,No,None,None,Dry,3.52
200,SK Local,6.4,117,52,149,12.8,24,1822,999,Red loam,1.8 x 10^7,0,High,1.9%,337,High,No,None,None,Humid,3.51
201,SK Local,5.9,111,56,126,12.9,30,1614,866,Red loam,1.4 x 10^7,1.1 x 10^5,High,1.8%,288,High,Yes,Koleroga (Mahali),Phosphorus,Dry,1.34
202,Sumangala,6.6,87,54,125,10.6,30,2357,770,Laterite,1.2 x 10^7,2.3 x 10^5,High,1.3%,325,High,Yes,Spindle Bug,Phosphorus,Humid,1.54
203,SK Local,6.1,115,57,145,14.4,27,1715,650,Red loam,1.8 x 10^7,0,High,1.9%,350,High,No,None,None,Dry,3.65
204,Shreemangala,5.8,116,55,151,13.7,28,1996,642,Alluvial,1.9 x 10^7,0,High,1.8%,327,High,No,None,None,Humid,5.32
205,Mangala,5.9,119,52,153,14.8,26,1519,614,Alluvial,1.5 x 10^7,0,High,1.8%,337,High,No,None,None,Humid,4.57
206,Mangala,5.1,99,54,143,14.2,24,1997,636,Red loam,1.0 x 10^7,2.5 x 10^5,High,1.2%,330,High,No,None,Phosphorus,Humid,2.5
207,Sumangala,5.3,98,54,160,12.0,28,2008,741,Red loam,1.1 x 10^7,0.4 x 10^5,Low,1.7%,258,Moderate,No,None,Nitrogen,Humid,2.38
208,Shreemangala,5.7,100,59,151,14.5,24,1851,829,Laterite,1.6 x 10^7,0,High,1.8%,336,High,No,None,None,Humid,4.66
209,Shreemangala,5.7,101,50,141,13.6,27,1913,808,Laterite,1.8 x 10^7,0,High,1.8%,302,High,No,None,None,Dry,4.99
210,Sumangala,5.5,126,47,150,12.0,25,2246,639,Alluvial,1.4 x 10^7,2.0 x 10^5,Moderate,1.3%,315,Moderate,No,None,None,Humid,2.95
211,Sumangala,5.4,85,42,142,13.7,23,1641,796,Red loam,1.1 x 10^7,1.0 x 10^5,High,1.3%,299,Low,No,None,None,Humid,2.89
212,Mangala,6.2,106,55,145,12.6,26,1737,738,Laterite,1.6 x 10^7,0,High,2.0%,312,High,No,None,None,Rainy,3.96
213,Sumangala,6.4,118,57,120,11.7,29,1609,580,Red loam,1.2 x 10^7,2.7 x 10^5,High,1.5%,350,Low,No,None,None,Dry,2.9
214,Shreemangala,5.7,103,53,141,14.8,28,1700,892,Alluvial,1.6 x 10^7,0,High,1.8%,349,High,No,None,None,Humid,4.29
215,Shreemangala,6.4,117,55,158,12.5,27,1740,535,Red loam,1.9 x 10^7,0,High,1.9%,331,High,No,None,None,Humid,5.63
216,SK Local,6.3,113,56,154,10.8,22,1913,964,Red loam,1.5 x 10^7,0.7 x 10^5,Moderate,1.9%,298,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,1.32
217,Mangala,6.0,96,55,141,14.8,27,1483,928,Red loam,1.1 x 10^7,0.5 x 10^5,Moderate,1.6%,262,Low,Yes,Koleroga (Mahali),Potassium,Dry,1.37
218,Shreemangala,6.3,120,50,152,14.8,27,1801,825,Red loam,1.7 x 10^7,0,High,1.8%,309,High,No,None,None,Humid,4.86
219,SK Local,6.5,89,42,132,10.8,22,1321,800,Alluvial,1.0 x 10^7,2.9 x 10^5,Low,1.8%,304,Low,Yes,Spindle Bug,Phosphorus,Humid,1.06
220,Shreemangala,6.5,116,52,141,14.6,28,1829,925,Red loam,1.8 x 10^7,0,High,1.9%,325,High,No,None,None,Humid,5.75
221,Sumangala,5.5,101,60,154,10.0,25,2013,754,Alluvial,1.0 x 10^7,1.0 x 10^5,High,1.2%,282,Moderate,Yes,Spindle Bug,Potassium,Humid,2.61
222,Sumangala,5.9,117,53,140,14.9,24,1556,699,Laterite,1.5 x 10^7,0,High,1.9%,324,High,No,None,None,Humid,4.13
223,Mangala,5.9,100,59,141,12.1,28,1869,935,Laterite,1.7 x 10^7,0,High,1.9%,302,High,No,None,None,Dry,4.52
224,Mangala,5.3,80,42,125,12.1,29,2198,714,Alluvial,1.1 x 10^7,1.2 x 10^5,High,1.6%,271,High,Yes,Koleroga (Mahali),Potassium,Humid,1.13
225,Shreemangala,6.0,104,57,122,11.6,25,1579,846,Alluvial,1.1 x 10^7,1.8 x 10^5,High,1.2%,299,Low,No,None,Potassium,Dry,2.34
226,Mangala,6.2,104,56,155,12.9,27,1568,758,Laterite,1.8 x 10^7,0,High,1.8%,348,High,No,None,None,Humid,5.03
227,SK Local,5.9,108,55,122,12.0,30,1665,960,Alluvial,1.4 x 10^7,2.1 x 10^5,Moderate,1.4%,291,Low,No,None,Nitrogen,Rainy,1.68
228,Mangala,6.3,117,57,140,12.1,24,1614,919,Laterite,2.0 x 10^7,0,High,1.9%,308,High,No,None,None,Humid,4.76
229,SK Local,5.9,114,60,146,12.4,25,1877,711,Alluvial,1.8 x 10^7,0,High,1.9%,337,High,No,None,None,Humid,3.25
230,Sumangala,5.1,97,45,122,12.7,24,1641,646,Red loam,1.4 x 10^7,0.8 x 10^5,High,1.9%,337,Moderate,No,None,None,Dry,3.23
231,SK Local,5.8,110,55,142,12.5,27,1906,818,Red loam,1.8 x 10^7,0,High,2.0%,339,High,No,None,None,Rainy,3.69
232,Shreemangala,6.5,119,50,141,12.9,28,1588,683,Alluvial,1.9 x 10^7,0,High,2.0%,350,High,No,None,None,Rainy,5.4
233,Sumangala,6.4,83,55,160,10.6,30,1809,672,Laterite,1.4 x 10^7,0.6 x 10^5,High,1.4%,283,Low,Yes,Spindle Bug,Phosphorus,Dry,2.21
234,Shreemangala,6.1,116,54,154,14.1,25,1749,661,Red loam,1.6 x 10^7,0,High,2.0%,335,High,No,None,None,Dry,5.36
235,Sumangala,5.8,114,49,139,11.1,22,1613,919,Alluvial,1.5 x 10^7,0.0 x 10^5,High,1.6%,270,High,Yes,Koleroga (Mahali),Nitrogen,Humid,2.11
236,Sumangala,6.8,114,47,159,10.5,25,2273,523,Laterite,1.2 x 10^7,1.5 x 10^5,Moderate,1.4%,265,Moderate,Yes,Koleroga (Mahali),Phosphorus,Humid,1.13
237,SK Local,6.4,83,51,128,11.8,22,2362,857,Laterite,1.3 x 10^7,1.7 x 10^5,Moderate,1.4%,274,Low,Yes,Spindle Bug,None,Humid,1.57
238,Sumangala,5.9,102,59,160,12.2,27,1563,730,Laterite,2.0 x 10^7,0,High,1.9%,327,High,No,None,None,Dry,4.98
239,SK Local,5.1,114,49,148,12.4,28,1356,907,Alluvial,1.3 x 10^7,1.0 x 10^5,High,1.5%,341,Moderate,Yes,Koleroga (Mahali),Phosphorus,Dry,1.12
240,Sumangala,6.5,80,44,126,10.6,21,2139,897,Red loam,1.0 x 10^7,1.1 x 10^5,Low,1.4%,294,High,No,None,Phosphorus,Humid,2.08
241,Shreemangala,5.6,97,44,133,10.1,28,1459,799,Alluvial,1.5 x 10^7,2.8 x 10^5,Moderate,1.5%,290,High,Yes,Spindle Bug,None,Dry,2.02
242,Shreemangala,5.7,111,55,152,12.6,24,1931,897,Alluvial,1.6 x 10^7,0,High,1.8%,336,High,No,None,None,Rainy,5.05
243,Sumangala,7.0,111,53,157,11.0,28,2499,645,Laterite,1.2 x 10^7,1.2 x 10^5,Low,1.3%,291,High,No,None,Potassium,Humid,2.28
244,Mangala,6.6,91,44,125,13.6,24,2152,637,Laterite,1.5 x 10^7,0.9 x 10^5,High,1.7%,350,Low,No,None,Nitrogen,Dry,2.1
245,Shreemangala,6.0,88,46,131,12.7,22,1362,983,Alluvial,1.0 x 10^7,2.9 x 10^5,Moderate,1.7%,301,Low,No,None,Potassium,Rainy,2.16
246,Mangala,6.2,103,56,160,13.2,28,1720,710,Laterite,1.7 x 10^7,0,High,2.0%,346,High,No,None,None,Dry,4.61
247,SK Local,5.0,108,40,132,14.3,23,2031,541,Alluvial,1.0 x 10^7,2.2 x 10^5,Moderate,1.7%,275,High,No,None,None,Humid,1.93
248,SK Local,6.4,106,58,149,14.9,26,1739,618,Laterite,1.7 x 10^7,0,High,1.9%,335,High,No,None,None,Rainy,3.75
249,Sumangala,5.7,120,51,154,14.8,25,1683,793,Laterite,1.6 x 10^7,0,High,2.0%,323,High,No,None,None,Rainy,5.1
250,Mangala,6.5,114,55,158,14.5,28,1581,661,Red loam,2.0 x 10^7,0,High,2.0%,347,High,No,None,None,Dry,4.6
251,Sumangala,5.5,101,59,147,12.4,26,1654,839,Laterite,1.6 x 10^7,0,High,1.9%,343,High,No,None,None,Dry,4.77
252,SK Local,6.3,118,60,154,13.6,27,1618,776,Laterite,1.6 x 10^7,0,High,1.9%,308,High,No,None,None,Rainy,3.83
253,Sumangala,6.0,104,54,152,13.2,25,1517,604,Laterite,1.6 x 10^7,0,High,1.8%,315,High,No,None,None,Dry,5.18
254,SK Local,6.4,111,50,146,14.8,27,1970,681,Laterite,1.9 x 10^7,0,High,1.9%,325,High,No,None,None,Humid,3.43
255,Sumangala,7.0,127,52,146,13.8,30,1399,848,Laterite,1.2 x 10^7,1.8 x 10^5,Low,1.2%,305,Low,No,None,Phosphorus,Rainy,1.91
256,SK Local,6.3,125,53,146,12.8,20,2114,911,Laterite,1.3 x 10^7,0.9 x 10^5,Low,1.8%,276,Moderate,No,None,Phosphorus,Humid,2.01
257,Shreemangala,6.5,120,57,141,12.3,28,1806,962,Red loam,1.7 x 10^7,0,High,1.9%,322,High,No,None,None,Rainy,4.58
258,SK Local,5.5,100,60,139,11.2,25,1680,513,Alluvial,1.4 x 10^7,2.5 x 10^5,High,1.7%,320,Low,Yes,Spindle Bug,Phosphorus,Humid,1.56
259,Shreemangala,6.0,111,60,156,13.7,26,1729,630,Laterite,1.9 x 10^7,0,High,2.0%,323,High,No,None,None,Humid,5.76
260,SK Local,6.3,98,51,134,10.7,20,1308,537,Laterite,1.1 x 10^7,2.8 x 10^5,High,2.0%,300,High,No,None,Potassium,Humid,1.89
261,Sumangala,5.7,93,48,148,14.7,28,2351,545,Alluvial,1.2 x 10^7,0.1 x 10^5,High,1.7%,261,Moderate,Yes,Spindle Bug,Potassium,Rainy,2.67
262,Mangala,6.2,92,46,157,11.8,27,1549,822,Red loam,1.5 x 10^7,1.6 x 10^5,Low,1.5%,309,High,No,None,Potassium,Dry,2.08
263,Shreemangala,6.0,107,56,158,13.9,28,1777,925,Alluvial,1.9 x 10^7,0,High,1.8%,324,High,No,None,None,Rainy,5.1
264,SK Local,6.9,111,40,144,13.1,28,1424,626,Laterite,1.4 x 10^7,0.7 x 10^5,Low,1.2%,340,Low,Yes,Koleroga (Mahali),Nitrogen,Humid,0.95
265,SK Local,6.0,106,55,158,12.4,24,1971,718,Laterite,2.0 x 10^7,0,High,1.8%,343,High,No,None,None,Humid,3.68
266,Sumangala,6.1,107,40,133,14.5,20,1853,780,Alluvial,1.2 x 10^7,2.6 x 10^5,Moderate,1.3%,281,Low,No,None,None,Dry,2.75
267,Mangala,5.4,116,46,156,11.2,22,1811,989,Laterite,1.2 x 10^7,3.0 x 10^5,Moderate,1.9%,280,Low,Yes,Spindle Bug,Potassium,Dry,1.43
268,Shreemangala,5.5,128,49,156,13.4,28,1999,526,Alluvial,1.4 x 10^7,2.8 x 10^5,Moderate,2.0%,316,Moderate,No,None,None,Dry,3.95
269,Sumangala,5.0,116,53,126,10.1,28,2147,558,Alluvial,1.3 x 10^7,2.7 x 10^5,High,1.5%,336,High,No,None,None,Rainy,2.7
270,Sumangala,6.0,122,56,126,13.9,29,1688,552,Laterite,1.2 x 10^7,0.2 x 10^5,Moderate,1.6%,305,Moderate,Yes,Spindle Bug,Nitrogen,Rainy,2.44
271,SK Local,6.0,82,54,124,13.7,21,1781,756,Laterite,1.3 x 10^7,2.3 x 10^5,Moderate,1.6%,314,High,Yes,Spindle Bug,Potassium,Dry,1.27
272,Shreemangala,6.8,109,53,150,10.8,25,1547,669,Alluvial,1.3 x 10^7,1.5 x 10^5,Moderate,1.2%,308,Low,No,None,None,Rainy,2.51
273,Shreemangala,6.5,108,51,157,12.4,26,1676,781,Alluvial,1.6 x 10^7,0,High,1.9%,310,High,No,None,None,Dry,4.64
274,Mangala,5.9,102,52,143,13.5,24,1786,739,Alluvial,1.9 x 10^7,0,High,1.8%,316,High,No,None,None,Humid,4.51
275,Sumangala,6.0,102,57,152,13.0,20,2359,557,Laterite,1.3 x 10^7,2.4 x 10^5,Low,1.9%,325,Moderate,Yes,Koleroga (Mahali),Nitrogen,Humid,1.56
276,Shreemangala,5.1,107,52,132,13.8,24,1440,712,Laterite,1.4 x 10^7,2.2 x 10^5,High,1.8%,257,High,No,None,Potassium,Dry,2.54
277,Sumangala,5.7,119,52,143,14.0,28,1693,515,Red loam,2.0 x 10^7,0,High,2.0%,316,High,No,None,None,Dry,4.98
278,SK Local,6.9,114,43,150,12.8,27,1475,741,Laterite,1.2 x 10^7,1.0 x 10^5,Low,1.5%,288,High,Yes,Spindle Bug,None,Dry,1.6
279,Sumangala,6.4,119,58,141,14.3,26,1571,797,Red loam,1.8 x 10^7,0,High,1.8%,330,High,No,None,None,Rainy,4.8
280,SK Local,5.6,109,56,138,10.8,21,2019,662,Laterite,1.0 x 10^7,2.8 x 10^5,Low,1.2%,332,High,Yes,Koleroga (Mahali),Potassium,Dry,1.08
281,Mangala,6.2,118,50,143,12.9,27,1877,843,Red loam,1.7 x 10^7,0,High,1.8%,307,High,No,None,None,Rainy,3.89
282,Sumangala,5.9,110,53,151,12.4,25,1800,985,Alluvial,1.8 x 10^7,0,High,1.8%,325,High,No,None,None,Rainy,5.14
283,Mangala,5.6,114,40,131,12.5,30,1833,746,Laterite,1.1 x 10^7,2.5 x 10^5,Low,2.0%,348,Low,Yes,Koleroga (Mahali),Phosphorus,Humid,1.22
284,Mangala,5.7,117,52,160,13.4,26,1717,891,Red loam,1.5 x 10^7,0,High,1.9%,344,High,No,None,None,Humid,3.91
285,Mangala,5.8,110,55,141,12.5,27,1616,877,Laterite,1.6 x 10^7,0,High,1.9%,337,High,No,None,None,Rainy,4.56
286,SK Local,6.9,112,42,121,13.7,28,1388,935,Red loam,1.1 x 10^7,2.1 x 10^5,Low,1.6%,281,High,Yes,Koleroga (Mahali),Nitrogen,Rainy,0.86
287,Sumangala,5.9,105,55,148,13.6,24,1818,638,Laterite,1.7 x 10^7,0,High,1.8%,334,High,No,None,None,Rainy,4.54
288,SK Local,6.5,126,47,120,10.3,20,1816,789,Laterite,1.3 x 10^7,0.7 x 10^5,High,1.9%,260,Moderate,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.16
289,Mangala,6.5,103,57,134,14.9,24,2483,942,Laterite,1.1 x 10^7,2.8 x 10^5,Moderate,1.6%,336,High,No,None,None,Humid,3.36
290,Shreemangala,6.8,127,44,135,14.8,24,1492,833,Laterite,1.1 x 10^7,1.8 x 10^5,Low,1.4%,349,Low,No,None,None,Dry,2.84
291,Sumangala,5.9,115,57,145,13.4,28,1848,943,Laterite,1.6 x 10^7,0,High,1.9%,347,High,No,None,None,Rainy,4.99
292,SK Local,5.5,118,53,158,10.5,26,2356,772,Alluvial,1.3 x 10^7,2.7 x 10^5,High,1.9%,332,Moderate,No,None,Phosphorus,Dry,1.89
293,SK Local,6.3,115,56,154,13.1,25,1763,531,Laterite,2.0 x 10^7,0,High,2.0%,342,High,No,None,None,Humid,3.15
294,Shreemangala,5.9,113,51,141,13.8,28,1847,917,Alluvial,1.7 x 10^7,0,High,2.0%,314,High,No,None,None,Humid,5.52
295,Sumangala,6.4,117,50,142,12.7,24,1574,855,Alluvial,1.9 x 10^7,0,High,1.9%,303,High,No,None,None,Dry,4.24
296,Shreemangala,6.1,119,50,152,12.6,27,1722,850,Laterite,2.0 x 10^7,0,High,2.0%,335,High,No,None,None,Dry,5.11
297,Shreemangala,6.0,111,58,150,13.9,25,1512,881,Alluvial,1.9 x 10^7,0,High,2.0%,322,High,No,None,None,Dry,4.97
298,Shreemangala,6.3,113,50,140,13.2,27,1747,605,Alluvial,2.0 x 10^7,0,High,2.0%,339,High,No,None,None,Humid,5.47
299,Sumangala,6.1,109,53,146,12.3,25,1996,635,Laterite,1.7 x 10^7,0,High,2.0%,346,High,No,None,None,Humid,4.99
300,Mangala,5.6,100,51,128,13.7,22,2051,613,Red loam,1.2 x 10^7,0.2 x 10^5,Moderate,1.8%,311,Moderate,No,None,None,Rainy,2.82
301,Shreemangala,5.9,109,58,151,14.4,26,1774,794,Laterite,1.4 x 10^7,2.3 x 10^5,High,1.4%,332,High,No,None,Potassium,Dry,2.91
302,Sumangala,5.9,121,49,126,14.4,29,1671,630,Laterite,1.4 x 10^7,1.9 x 10^5,Moderate,1.8%,326,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,1.49
303,Mangala,6.4,103,54,153,14.2,26,1715,585,Alluvial,1.6 x 10^7,0,High,1.9%,331,High,No,None,None,Rainy,5.0
304,SK Local,6.3,114,55,150,12.2,27,1951,934,Alluvial,1.7 x 10^7,0,High,2.0%,320,High,No,None,None,Dry,3.35
305,Shreemangala,6.1,105,60,154,12.6,28,1806,696,Red loam,1.7 x 10^7,0,High,1.9%,301,High,No,None,None,Humid,4.94
306,Sumangala,5.9,117,55,160,14.6,27,1795,557,Red loam,1.9 x 10^7,0,High,1.9%,313,High,No,None,None,Humid,5.38
307,SK Local,6.2,91,45,153,12.4,27,2180,999,Laterite,1.3 x 10^7,1.5 x 10^5,Moderate,1.8%,350,Moderate,Yes,Koleroga (Mahali),Nitrogen,Humid,0.9
308,Mangala,6.7,129,55,153,14.9,28,1499,566,Red loam,1.3 x 10^7,2.8 x 10^5,Moderate,1.6%,329,Low,Yes,Koleroga (Mahali),None,Dry,1.59
309,Mangala,5.7,120,58,153,12.7,26,1671,698,Red loam,2.0 x 10^7,0,High,1.8%,347,High,No,None,None,Dry,4.34
310,Shreemangala,5.8,120,58,157,10.6,26,1320,694,Red loam,1.2 x 10^7,2.0 x 10^5,High,1.5%,313,Moderate,No,None,Phosphorus,Humid,2.82
311,SK Local,6.1,117,60,150,14.4,27,1606,605,Alluvial,1.6 x 10^7,0,High,1.9%,318,High,No,None,None,Dry,3.79
312,SK Local,6.3,114,54,156,13.4,28,1564,970,Laterite,2.0 x 10^7,0,High,1.8%,321,High,No,None,None,Humid,4.06
313,SK Local,6.7,81,53,126,11.3,22,1666,999,Laterite,1.0 x 10^7,0.1 x 10^5,Low,1.4%,337,Moderate,No,None,Nitrogen,Rainy,1.69
314,Mangala,6.2,100,58,159,14.3,24,1840,533,Alluvial,1.9 x 10^7,0,High,1.8%,320,High,No,None,None,Humid,4.56
315,Mangala,6.0,101,56,144,13.0,24,1528,606,Alluvial,1.6 x 10^7,0,High,1.9%,342,High,No,None,None,Rainy,4.64
316,Mangala,5.9,105,60,146,13.5,25,1684,516,Laterite,1.7 x 10^7,0,High,1.9%,321,High,No,None,None,Humid,4.43
317,Mangala,5.8,101,59,152,13.0,28,1701,951,Red loam,1.6 x 10^7,0,High,1.9%,310,High,No,None,None,Rainy,5.02
318,Mangala,5.7,114,51,144,13.3,28,1933,609,Laterite,1.6 x 10^7,0,High,1.9%,303,High,No,None,None,Humid,4.1
319,Shreemangala,6.8,124,48,144,13.3,24,1656,707,Alluvial,1.3 x 10^7,2.3 x 10^5,Moderate,1.3%,289,Moderate,Yes,Koleroga (Mahali),None,Humid,1.73
320,Mangala,6.2,103,53,152,13.5,24,1376,719,Alluvial,1.3 x 10^7,0.3 x 10^5,Moderate,1.5%,295,High,Yes,Spindle Bug,Potassium,Rainy,1.92
321,Shreemangala,5.2,83,52,144,14.3,23,2342,976,Red loam,1.4 x 10^7,2.3 x 10^5,High,1.3%,316,Low,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.29
322,SK Local,5.5,109,57,141,13.7,27,1548,956,Laterite,1.8 x 10^7,0,High,1.8%,350,High,No,None,None,Dry,2.93
323,Sumangala,6.3,112,58,144,12.9,21,2235,604,Laterite,1.3 x 10^7,0.6 x 10^5,Low,1.9%,269,Low,Yes,Koleroga (Mahali),Phosphorus,Dry,2.0
324,Sumangala,6.3,120,57,142,12.2,28,1588,964,Red loam,1.7 x 10^7,0,High,1.9%,330,High,No,None,None,Humid,4.4
325,Sumangala,6.4,112,54,157,14.8,27,1989,943,Red loam,1.6 x 10^7,0,High,1.9%,314,High,No,None,None,Dry,5.3
326,Mangala,5.3,87,43,124,12.1,22,2232,654,Alluvial,1.2 x 10^7,3.0 x 10^5,High,1.7%,256,High,No,None,Phosphorus,Rainy,2.1
327,Sumangala,6.1,117,58,156,12.6,28,1740,663,Red loam,1.8 x 10^7,0,High,2.0%,325,High,No,None,None,Dry,5.43
328,Sumangala,6.7,119,50,131,14.2,26,2039,904,Alluvial,1.4 x 10^7,1.4 x 10^5,Moderate,1.6%,304,High,No,None,Nitrogen,Humid,2.22
329,Mangala,6.2,120,50,148,13.3,24,1666,597,Red loam,1.7 x 10^7,0,High,1.8%,340,High,No,None,None,Humid,5.01
330,SK Local,6.2,116,51,144,14.6,27,1864,985,Alluvial,1.8 x 10^7,0,High,1.8%,308,High,No,None,None,Rainy,3.11
331,Shreemangala,5.6,120,56,154,13.6,27,2138,869,Laterite,1.5 x 10^7,0.5 x 10^5,Moderate,1.4%,343,Moderate,Yes,Koleroga (Mahali),Phosphorus,Dry,1.87
332,Shreemangala,5.8,108,51,126,12.0,27,1745,782,Red loam,1.0 x 10^7,2.1 x 10^5,Low,1.3%,316,Low,No,None,Potassium,Rainy,2.44
333,Sumangala,5.6,108,57,150,13.5,28,1827,567,Alluvial,1.9 x 10^7,0,High,1.9%,304,High,No,None,None,Rainy,5.1
334,Sumangala,6.0,115,46,121,10.4,26,2124,928,Red loam,1.4 x 10^7,2.5 x 10^5,Moderate,2.0%,294,Low,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.25
335,SK Local,6.7,128,46,152,12.1,28,1312,832,Laterite,1.4 x 10^7,1.9 x 10^5,High,1.4%,308,Low,Yes,Spindle Bug,Phosphorus,Dry,1.09
336,Sumangala,6.4,111,50,146,14.1,24,1562,594,Alluvial,1.6 x 10^7,0,High,1.9%,341,High,No,None,None,Rainy,4.68
337,Sumangala,6.4,111,50,145,13.2,26,1620,830,Alluvial,1.8 x 10^7,0,High,1.8%,320,High,No,None,None,Rainy,4.33
338,SK Local,5.6,110,53,140,13.4,28,1687,518,Laterite,1.9 x 10^7,0,High,1.9%,338,High,No,None,None,Humid,3.22
339,Sumangala,6.0,117,56,147,14.9,26,1946,844,Laterite,1.9 x 10^7,0,High,2.0%,333,High,No,None,None,Humid,5.18
340,Shreemangala,5.8,120,51,145,12.0,26,1865,798,Laterite,2.0 x 10^7,0,High,2.0%,315,High,No,None,None,Humid,4.67
341,Mangala,5.8,119,54,155,13.6,26,1715,903,Alluvial,1.8 x 10^7,0,High,1.8%,300,High,No,None,None,Rainy,5.0
